country_name,year,time,time_unit,excess deaths
Albania,2020,1,monthly,-247.2
Albania,2020,2,monthly,56.4
Albania,2020,3,monthly,25.8
Albania,2020,4,monthly,70.0
Albania,2020,5,monthly,118.0
Albania,2020,6,monthly,165.0
Albania,2020,7,monthly,414.8
Albania,2020,8,monthly,781.4
Albania,2020,9,monthly,463.8
Albania,2020,10,monthly,752.0
Albania,2020,11,monthly,2103.4
Albania,2020,12,monthly,1109.0
Albania,2021,1,monthly,572.4
Albania,2021,2,monthly,1816.0
Albania,2021,3,monthly,1484.4
Albania,2021,4,monthly,689.6
Albania,2021,5,monthly,193.6
Albania,2021,6,monthly,212.6
Albania,2021,7,monthly,73.4
Albania,2021,8,monthly,390.0
Albania,2021,9,monthly,992.4
Albania,2021,10,monthly,912.6
Albania,2021,11,monthly,760.0
Albania,2021,12,monthly,745.6
Albania,2022,1,monthly,868.9
Albania,2022,2,monthly,799.5
Albania,2022,3,monthly,-66.1
Albania,2022,4,monthly,-17.9
Albania,2022,5,monthly,-0.9
Albania,2022,6,monthly,-70.9
Algeria,2020,1,monthly,-438.9
Algeria,2020,2,monthly,-97.4
Algeria,2020,3,monthly,47.6
Algeria,2020,4,monthly,159.6
Algeria,2020,5,monthly,-16.4
Algeria,2020,6,monthly,3613.6
Algeria,2020,7,monthly,16903.6
Algeria,2020,8,monthly,8152.1
Algeria,2020,9,monthly,2739.1
Algeria,2020,10,monthly,3369.1
Algeria,2020,11,monthly,10586.6
Algeria,2020,12,monthly,4870.1
Andorra,2020,1,monthly,-0.6
Andorra,2020,2,monthly,9.0
Andorra,2020,3,monthly,7.6
Andorra,2020,4,monthly,35.6
Andorra,2020,5,monthly,14.4
Andorra,2020,6,monthly,0.2
Andorra,2020,7,monthly,1.6
Andorra,2020,8,monthly,-6.2
Andorra,2020,9,monthly,1.8
Andorra,2020,10,monthly,23.6
Andorra,2020,11,monthly,-7.2
Andorra,2020,12,monthly,9.8
Antigua and Barbuda,2020,1,monthly,3.1
Antigua and Barbuda,2020,2,monthly,-8.5
Antigua and Barbuda,2020,3,monthly,0.1
Antigua and Barbuda,2020,4,monthly,-0.3
Antigua and Barbuda,2020,5,monthly,0.9
Antigua and Barbuda,2020,6,monthly,-9.1
Antigua and Barbuda,2020,7,monthly,-1.1
Antigua and Barbuda,2020,8,monthly,-15.1
Antigua and Barbuda,2020,9,monthly,-7.5
Antigua and Barbuda,2020,10,monthly,-6.5
Antigua and Barbuda,2020,11,monthly,-3.7
Antigua and Barbuda,2020,12,monthly,-10.1
Antigua and Barbuda,2021,1,monthly,7.4
Antigua and Barbuda,2021,2,monthly,10.8
Antigua and Barbuda,2021,3,monthly,-6.6
Antigua and Barbuda,2021,4,monthly,-1.0
Antigua and Barbuda,2021,5,monthly,-6.8
Antigua and Barbuda,2021,6,monthly,-13.8
Antigua and Barbuda,2021,7,monthly,6.2
Antigua and Barbuda,2021,8,monthly,-13.8
Antigua and Barbuda,2021,9,monthly,49.8
Antigua and Barbuda,2021,10,monthly,-32.2
Antigua and Barbuda,2021,11,monthly,9.6
Antigua and Barbuda,2021,12,monthly,-12.8
Argentina,2020,1,monthly,-755.5
Argentina,2020,2,monthly,493.1
Argentina,2020,3,monthly,-15.1
Argentina,2020,4,monthly,-1097.5
Argentina,2020,5,monthly,-2528.5
Argentina,2020,6,monthly,-4901.9
Argentina,2020,7,monthly,796.9
Argentina,2020,8,monthly,5225.5
Argentina,2020,9,monthly,11146.5
Argentina,2020,10,monthly,12631.9
Argentina,2020,11,monthly,8922.1
Argentina,2020,12,monthly,4817.7
Armenia,2020,1,monthly,-18.9
Armenia,2020,2,monthly,195.5
Armenia,2020,3,monthly,-19.9
Armenia,2020,4,monthly,77.3
Armenia,2020,5,monthly,-9.7
Armenia,2020,6,monthly,932.5
Armenia,2020,7,monthly,709.1
Armenia,2020,8,monthly,164.5
Armenia,2020,9,monthly,372.1
Armenia,2020,10,monthly,1658.5
Armenia,2020,11,monthly,3884.9
Armenia,2020,12,monthly,2078.1
Armenia,2021,1,monthly,474.3
Armenia,2021,2,monthly,226.7
Armenia,2021,3,monthly,575.3
Armenia,2021,4,monthly,1329.5
Armenia,2021,5,monthly,567.5
Armenia,2021,6,monthly,400.7
Armenia,2021,7,monthly,284.3
Armenia,2021,8,monthly,346.7
Armenia,2021,9,monthly,936.3
Armenia,2021,10,monthly,1535.7
Armenia,2021,11,monthly,2449.1
Armenia,2021,12,monthly,731.3
Armenia,2022,1,monthly,297.6
Armenia,2022,2,monthly,1095.0
Armenia,2022,3,monthly,465.6
Armenia,2022,4,monthly,8.8
Armenia,2022,5,monthly,81.8
Armenia,2022,6,monthly,37.0
Armenia,2022,7,monthly,-46.4
Armenia,2022,8,monthly,159.0
Armenia,2022,9,monthly,467.6
Armenia,2022,10,monthly,103.0
Aruba,2020,1,monthly,11.3
Aruba,2020,2,monthly,-1.5
Aruba,2020,3,monthly,16.1
Aruba,2020,4,monthly,0.7
Aruba,2020,5,monthly,-15.1
Aruba,2020,6,monthly,8.1
Aruba,2020,7,monthly,-7.5
Aruba,2020,8,monthly,7.7
Aruba,2020,9,monthly,30.7
Aruba,2020,10,monthly,15.7
Aruba,2020,11,monthly,-1.7
Aruba,2020,12,monthly,-3.7
Aruba,2021,1,monthly,11.1
Aruba,2021,2,monthly,30.3
Aruba,2021,3,monthly,22.9
Aruba,2021,4,monthly,36.5
Aruba,2021,5,monthly,7.7
Aruba,2021,6,monthly,-6.1
Aruba,2021,7,monthly,16.3
Aruba,2021,8,monthly,65.5
Aruba,2021,9,monthly,41.5
Aruba,2021,10,monthly,38.5
Aruba,2021,11,monthly,20.1
Aruba,2021,12,monthly,7.1
Australia,2020,1,weekly,-45.4
Australia,2020,2,weekly,-63.6
Australia,2020,3,weekly,-19.8
Australia,2020,4,weekly,81.8
Australia,2020,5,weekly,13.8
Australia,2020,6,weekly,-15.8
Australia,2020,7,weekly,114.2
Australia,2020,8,weekly,85.8
Australia,2020,9,weekly,139.2
Australia,2020,10,weekly,5.6
Australia,2020,11,weekly,49.8
Australia,2020,12,weekly,136.8
Australia,2020,13,weekly,165.4
Australia,2020,14,weekly,221.6
Australia,2020,15,weekly,99.2
Australia,2020,16,weekly,40.0
Australia,2020,17,weekly,8.2
Australia,2020,18,weekly,-37.0
Australia,2020,19,weekly,-30.2
Australia,2020,20,weekly,-40.2
Australia,2020,21,weekly,-50.8
Australia,2020,22,weekly,-103.6
Australia,2020,23,weekly,-239.0
Australia,2020,24,weekly,-172.4
Australia,2020,25,weekly,-265.2
Australia,2020,26,weekly,-324.6
Australia,2020,27,weekly,-241.6
Australia,2020,28,weekly,-244.4
Australia,2020,29,weekly,-322.4
Australia,2020,30,weekly,-216.4
Australia,2020,31,weekly,-150.6
Australia,2020,32,weekly,-128.0
Australia,2020,33,weekly,-93.8
Australia,2020,34,weekly,-285.6
Australia,2020,35,weekly,-320.6
Australia,2020,36,weekly,-247.8
Australia,2020,37,weekly,-214.4
Australia,2020,38,weekly,-302.4
Australia,2020,39,weekly,-136.4
Australia,2020,40,weekly,-101.2
Australia,2020,41,weekly,-196.6
Australia,2020,42,weekly,-180.2
Australia,2020,43,weekly,-154.6
Australia,2020,44,weekly,-74.8
Australia,2020,45,weekly,-27.2
Australia,2020,46,weekly,118.2
Australia,2020,47,weekly,-0.6
Australia,2020,48,weekly,-50.0
Australia,2020,49,weekly,134.4
Australia,2020,50,weekly,-33.4
Australia,2020,51,weekly,48.4
Australia,2020,52,weekly,127.2
Australia,2020,53,weekly,47.2
Australia,2021,1,weekly,26.7
Australia,2021,2,weekly,-46.5
Australia,2021,3,weekly,183.3
Australia,2021,4,weekly,-12.1
Australia,2021,5,weekly,140.9
Australia,2021,6,weekly,-1.7
Australia,2021,7,weekly,-12.7
Australia,2021,8,weekly,43.9
Australia,2021,9,weekly,87.3
Australia,2021,10,weekly,95.7
Australia,2021,11,weekly,126.9
Australia,2021,12,weekly,48.9
Australia,2021,13,weekly,85.5
Australia,2021,14,weekly,-72.3
Australia,2021,15,weekly,179.3
Australia,2021,16,weekly,167.1
Australia,2021,17,weekly,205.3
Australia,2021,18,weekly,262.1
Australia,2021,19,weekly,139.9
Australia,2021,20,weekly,136.9
Australia,2021,21,weekly,211.3
Australia,2021,22,weekly,58.5
Australia,2021,23,weekly,173.1
Australia,2021,24,weekly,155.7
Australia,2021,25,weekly,90.9
Australia,2021,26,weekly,49.5
Australia,2021,27,weekly,48.5
Australia,2021,28,weekly,112.7
Australia,2021,29,weekly,54.7
Australia,2021,30,weekly,84.7
Australia,2021,31,weekly,-70.5
Australia,2021,32,weekly,-130.9
Australia,2021,33,weekly,-108.7
Australia,2021,34,weekly,-217.5
Australia,2021,35,weekly,-153.5
Australia,2021,36,weekly,-166.7
Australia,2021,37,weekly,-6.3
Australia,2021,38,weekly,-80.3
Australia,2021,39,weekly,200.7
Australia,2021,40,weekly,65.9
Australia,2021,41,weekly,68.5
Australia,2021,42,weekly,124.9
Australia,2021,43,weekly,153.5
Australia,2021,44,weekly,143.3
Australia,2021,45,weekly,59.9
Australia,2021,46,weekly,258.3
Australia,2021,47,weekly,157.5
Australia,2021,48,weekly,195.1
Australia,2021,49,weekly,140.5
Australia,2021,50,weekly,149.7
Australia,2021,51,weekly,294.5
Australia,2021,52,weekly,194.3
Australia,2022,1,weekly,287.8
Australia,2022,2,weekly,705.6
Australia,2022,3,weekly,891.4
Australia,2022,4,weekly,793.0
Australia,2022,5,weekly,780.0
Australia,2022,6,weekly,564.4
Australia,2022,7,weekly,431.4
Australia,2022,8,weekly,366.0
Australia,2022,9,weekly,359.4
Australia,2022,10,weekly,155.8
Australia,2022,11,weekly,354.0
Australia,2022,12,weekly,320.0
Australia,2022,13,weekly,367.6
Australia,2022,14,weekly,385.8
Australia,2022,15,weekly,263.4
Australia,2022,16,weekly,370.2
Australia,2022,17,weekly,380.4
Australia,2022,18,weekly,539.2
Australia,2022,19,weekly,530.0
Australia,2022,20,weekly,396.0
Australia,2022,21,weekly,432.4
Australia,2022,22,weekly,557.6
Australia,2022,23,weekly,600.2
Australia,2022,24,weekly,747.8
Australia,2022,25,weekly,589.0
Australia,2022,26,weekly,449.6
Australia,2022,27,weekly,551.6
Australia,2022,28,weekly,579.8
Australia,2022,29,weekly,525.8
Australia,2022,30,weekly,508.8
Australia,2022,31,weekly,595.6
Australia,2022,32,weekly,474.2
Australia,2022,33,weekly,226.4
Australia,2022,34,weekly,140.6
Austria,2020,1,weekly,-221.2
Austria,2020,2,weekly,-185.2
Austria,2020,3,weekly,-14.6
Austria,2020,4,weekly,6.8
Austria,2020,5,weekly,103.2
Austria,2020,6,weekly,-181.0
Austria,2020,7,weekly,-118.0
Austria,2020,8,weekly,-123.2
Austria,2020,9,weekly,-73.8
Austria,2020,10,weekly,-38.8
Austria,2020,11,weekly,-16.6
Austria,2020,12,weekly,210.8
Austria,2020,13,weekly,91.0
Austria,2020,14,weekly,216.4
Austria,2020,15,weekly,228.6
Austria,2020,16,weekly,148.4
Austria,2020,17,weekly,90.6
Austria,2020,18,weekly,-11.8
Austria,2020,19,weekly,57.4
Austria,2020,20,weekly,-2.2
Austria,2020,21,weekly,36.2
Austria,2020,22,weekly,-23.6
Austria,2020,23,weekly,51.4
Austria,2020,24,weekly,-5.6
Austria,2020,25,weekly,-20.8
Austria,2020,26,weekly,14.0
Austria,2020,27,weekly,99.6
Austria,2020,28,weekly,-18.6
Austria,2020,29,weekly,-50.0
Austria,2020,30,weekly,-63.0
Austria,2020,31,weekly,-2.0
Austria,2020,32,weekly,-18.4
Austria,2020,33,weekly,123.2
Austria,2020,34,weekly,14.0
Austria,2020,35,weekly,42.0
Austria,2020,36,weekly,121.6
Austria,2020,37,weekly,118.0
Austria,2020,38,weekly,117.8
Austria,2020,39,weekly,40.2
Austria,2020,40,weekly,43.4
Austria,2020,41,weekly,81.8
Austria,2020,42,weekly,87.6
Austria,2020,43,weekly,243.8
Austria,2020,44,weekly,353.8
Austria,2020,45,weekly,475.4
Austria,2020,46,weekly,711.4
Austria,2020,47,weekly,843.8
Austria,2020,48,weekly,862.6
Austria,2020,49,weekly,921.8
Austria,2020,50,weekly,852.0
Austria,2020,51,weekly,582.2
Austria,2020,52,weekly,368.6
Austria,2020,53,weekly,245.6
Austria,2021,1,weekly,118.4
Austria,2021,2,weekly,71.4
Austria,2021,3,weekly,191.0
Austria,2021,4,weekly,167.4
Austria,2021,5,weekly,15.8
Austria,2021,6,weekly,-119.4
Austria,2021,7,weekly,-123.4
Austria,2021,8,weekly,-186.6
Austria,2021,9,weekly,-262.2
Austria,2021,10,weekly,-32.2
Austria,2021,11,weekly,-46.0
Austria,2021,12,weekly,25.4
Austria,2021,13,weekly,97.6
Austria,2021,14,weekly,51.0
Austria,2021,15,weekly,122.2
Austria,2021,16,weekly,140.0
Austria,2021,17,weekly,195.2
Austria,2021,18,weekly,166.8
Austria,2021,19,weekly,136.0
Austria,2021,20,weekly,31.4
Austria,2021,21,weekly,38.8
Austria,2021,22,weekly,162.0
Austria,2021,23,weekly,119.0
Austria,2021,24,weekly,129.0
Austria,2021,25,weekly,218.8
Austria,2021,26,weekly,78.6
Austria,2021,27,weekly,8.2
Austria,2021,28,weekly,51.0
Austria,2021,29,weekly,78.6
Austria,2021,30,weekly,15.6
Austria,2021,31,weekly,-75.4
Austria,2021,32,weekly,169.2
Austria,2021,33,weekly,134.8
Austria,2021,34,weekly,107.6
Austria,2021,35,weekly,89.6
Austria,2021,36,weekly,224.2
Austria,2021,37,weekly,129.6
Austria,2021,38,weekly,128.4
Austria,2021,39,weekly,177.8
Austria,2021,40,weekly,64.0
Austria,2021,41,weekly,87.4
Austria,2021,42,weekly,190.2
Austria,2021,43,weekly,352.4
Austria,2021,44,weekly,404.4
Austria,2021,45,weekly,517.0
Austria,2021,46,weekly,533.0
Austria,2021,47,weekly,588.4
Austria,2021,48,weekly,629.2
Austria,2021,49,weekly,491.4
Austria,2021,50,weekly,297.6
Austria,2021,51,weekly,176.8
Austria,2021,52,weekly,103.2
Austria,2022,1,weekly,-85.0
Austria,2022,2,weekly,-210.0
Austria,2022,3,weekly,-2.4
Austria,2022,4,weekly,-13.0
Austria,2022,5,weekly,-58.6
Austria,2022,6,weekly,-10.8
Austria,2022,7,weekly,71.2
Austria,2022,8,weekly,-7.0
Austria,2022,9,weekly,109.4
Austria,2022,10,weekly,62.4
Austria,2022,11,weekly,174.6
Austria,2022,12,weekly,370.0
Austria,2022,13,weekly,275.2
Austria,2022,14,weekly,346.6
Austria,2022,15,weekly,234.8
Austria,2022,16,weekly,99.6
Austria,2022,17,weekly,184.8
Austria,2022,18,weekly,153.4
Austria,2022,19,weekly,102.6
Austria,2022,20,weekly,105.0
Austria,2022,21,weekly,77.4
Austria,2022,22,weekly,131.6
Austria,2022,23,weekly,144.6
Austria,2022,24,weekly,153.6
Austria,2022,25,weekly,212.4
Austria,2022,26,weekly,223.2
Austria,2022,27,weekly,128.8
Austria,2022,28,weekly,151.6
Austria,2022,29,weekly,345.2
Austria,2022,30,weekly,211.2
Austria,2022,31,weekly,124.2
Austria,2022,32,weekly,101.8
Austria,2022,33,weekly,192.4
Austria,2022,34,weekly,84.2
Austria,2022,35,weekly,-5.8
Austria,2022,36,weekly,134.8
Austria,2022,37,weekly,132.2
Austria,2022,38,weekly,197.0
Austria,2022,39,weekly,222.4
Austria,2022,40,weekly,327.6
Austria,2022,41,weekly,210.0
Austria,2022,42,weekly,224.8
Austria,2022,43,weekly,280.0
Austria,2022,44,weekly,165.0
Austria,2022,45,weekly,186.6
Austria,2022,46,weekly,185.6
Azerbaijan,2020,1,monthly,-274.4
Azerbaijan,2020,2,monthly,57.6
Azerbaijan,2020,3,monthly,1085.2
Azerbaijan,2020,4,monthly,-787.4
Azerbaijan,2020,5,monthly,-519.2
Azerbaijan,2020,6,monthly,1941.8
Azerbaijan,2020,7,monthly,1405.2
Azerbaijan,2020,8,monthly,379.2
Azerbaijan,2020,9,monthly,347.4
Azerbaijan,2020,10,monthly,1159.2
Azerbaijan,2020,11,monthly,3651.8
Azerbaijan,2020,12,monthly,9541.0
Azerbaijan,2021,1,monthly,2486.5
Azerbaijan,2021,2,monthly,350.5
Azerbaijan,2021,3,monthly,935.1
Azerbaijan,2021,4,monthly,2067.5
Azerbaijan,2021,5,monthly,587.7
Azerbaijan,2021,6,monthly,902.7
Azerbaijan,2021,7,monthly,48.1
Azerbaijan,2021,8,monthly,1795.1
Azerbaijan,2021,9,monthly,3333.3
Azerbaijan,2021,10,monthly,1329.1
Azerbaijan,2021,11,monthly,2849.7
Azerbaijan,2021,12,monthly,2123.9
Azerbaijan,2022,1,monthly,489.3
Azerbaijan,2022,2,monthly,1498.3
Azerbaijan,2022,3,monthly,1390.9
Azerbaijan,2022,4,monthly,-341.7
Azerbaijan,2022,5,monthly,-531.5
Azerbaijan,2022,6,monthly,161.5
Azerbaijan,2022,7,monthly,-479.1
Azerbaijan,2022,8,monthly,-163.1
Azerbaijan,2022,9,monthly,373.1
Bahamas,2020,1,monthly,4.0
Bahamas,2020,2,monthly,-23.8
Bahamas,2020,3,monthly,-13.0
Bahamas,2020,4,monthly,4.6
Bahamas,2020,5,monthly,-27.0
Bahamas,2020,6,monthly,-18.4
Bahamas,2020,7,monthly,27.2
Bahamas,2020,8,monthly,90.6
Bahamas,2020,9,monthly,84.0
Bahamas,2020,10,monthly,99.4
Bahamas,2020,11,monthly,37.0
Bahamas,2020,12,monthly,7.0
Bahamas,2021,1,monthly,-19.6
Bahamas,2021,2,monthly,-27.4
Bahamas,2021,3,monthly,-4.6
Bahamas,2021,4,monthly,13.0
Bahamas,2021,5,monthly,1.4
Bahamas,2021,6,monthly,6.0
Bahamas,2021,7,monthly,90.6
Bahamas,2021,8,monthly,280.0
Bahamas,2021,9,monthly,251.4
Bahamas,2021,10,monthly,169.8
Bahamas,2021,11,monthly,9.4
Bahamas,2021,12,monthly,31.4
Barbados,2020,1,monthly,-29.4
Barbados,2020,2,monthly,-6.4
Barbados,2020,3,monthly,19.4
Barbados,2020,4,monthly,-39.2
Barbados,2020,5,monthly,-10.6
Barbados,2020,6,monthly,20.4
Barbados,2020,7,monthly,0.4
Barbados,2020,8,monthly,20.0
Barbados,2020,9,monthly,-52.0
Barbados,2020,10,monthly,-24.0
Barbados,2020,11,monthly,-26.0
Barbados,2020,12,monthly,17.8
Barbados,2021,1,monthly,-116.4
Barbados,2021,2,monthly,-15.4
Barbados,2021,3,monthly,92.4
Barbados,2021,4,monthly,-38.2
Barbados,2021,5,monthly,-39.6
Barbados,2021,6,monthly,23.4
Barbados,2021,7,monthly,-90.6
Barbados,2021,8,monthly,30.0
Barbados,2021,9,monthly,-8.0
Barbados,2021,10,monthly,25.0
Barbados,2021,11,monthly,58.0
Barbados,2021,12,monthly,91.8
Barbados,2022,1,monthly,2.6
Barbados,2022,2,monthly,44.6
Barbados,2022,3,monthly,187.4
Barbados,2022,4,monthly,60.8
Barbados,2022,5,monthly,9.4
Barbados,2022,6,monthly,59.4
Barbados,2022,7,monthly,-60.6
Barbados,2022,8,monthly,72.0
Barbados,2022,9,monthly,6.0
Belarus,2020,1,monthly,-782.1
Belarus,2020,2,monthly,-331.9
Belarus,2020,3,monthly,-151.1
Belarus,2020,4,monthly,587.1
Belarus,2020,5,monthly,1624.3
Belarus,2020,6,monthly,3628.5
Belarus,2020,7,monthly,1196.7
Belarus,2020,8,monthly,1106.5
Belarus,2020,9,monthly,1471.3
Belarus,2020,10,monthly,2248.7
Belarus,2020,11,monthly,5967.1
Belarus,2020,12,monthly,7303.9
Belarus,2021,1,monthly,4599.4
Belarus,2021,2,monthly,2579.6
Belarus,2021,3,monthly,174.4
Belgium,2020,1,weekly,-151.3
Belgium,2020,2,weekly,-38.5
Belgium,2020,3,weekly,-103.7
Belgium,2020,4,weekly,-213.3
Belgium,2020,5,weekly,-148.9
Belgium,2020,6,weekly,-314.3
Belgium,2020,7,weekly,-211.5
Belgium,2020,8,weekly,-181.7
Belgium,2020,9,weekly,-290.7
Belgium,2020,10,weekly,-235.7
Belgium,2020,11,weekly,-105.5
Belgium,2020,12,weekly,236.9
Belgium,2020,13,weekly,976.3
Belgium,2020,14,weekly,1906.5
Belgium,2020,15,weekly,2201.9
Belgium,2020,16,weekly,1656.7
Belgium,2020,17,weekly,1011.9
Belgium,2020,18,weekly,421.9
Belgium,2020,19,weekly,364.9
Belgium,2020,20,weekly,65.9
Belgium,2020,21,weekly,116.9
Belgium,2020,22,weekly,56.7
Belgium,2020,23,weekly,-73.9
Belgium,2020,24,weekly,43.5
Belgium,2020,25,weekly,-95.5
Belgium,2020,26,weekly,76.1
Belgium,2020,27,weekly,-250.1
Belgium,2020,28,weekly,-174.7
Belgium,2020,29,weekly,-40.7
Belgium,2020,30,weekly,-180.7
Belgium,2020,31,weekly,66.7
Belgium,2020,32,weekly,175.7
Belgium,2020,33,weekly,1031.9
Belgium,2020,34,weekly,318.3
Belgium,2020,35,weekly,-23.9
Belgium,2020,36,weekly,48.1
Belgium,2020,37,weekly,-34.3
Belgium,2020,38,weekly,126.3
Belgium,2020,39,weekly,13.5
Belgium,2020,40,weekly,-43.9
Belgium,2020,41,weekly,45.1
Belgium,2020,42,weekly,157.1
Belgium,2020,43,weekly,642.3
Belgium,2020,44,weekly,1303.7
Belgium,2020,45,weekly,1687.5
Belgium,2020,46,weekly,1393.1
Belgium,2020,47,weekly,1079.3
Belgium,2020,48,weekly,793.9
Belgium,2020,49,weekly,544.5
Belgium,2020,50,weekly,564.1
Belgium,2020,51,weekly,485.5
Belgium,2020,52,weekly,381.7
Belgium,2020,53,weekly,205.7
Belgium,2021,1,weekly,82.5
Belgium,2021,2,weekly,-28.7
Belgium,2021,3,weekly,21.1
Belgium,2021,4,weekly,14.5
Belgium,2021,5,weekly,-228.1
Belgium,2021,6,weekly,-257.5
Belgium,2021,7,weekly,-200.7
Belgium,2021,8,weekly,-343.9
Belgium,2021,9,weekly,-522.9
Belgium,2021,10,weekly,-290.9
Belgium,2021,11,weekly,-236.7
Belgium,2021,12,weekly,-200.3
Belgium,2021,13,weekly,-2.9
Belgium,2021,14,weekly,92.3
Belgium,2021,15,weekly,76.7
Belgium,2021,16,weekly,166.5
Belgium,2021,17,weekly,175.7
Belgium,2021,18,weekly,245.7
Belgium,2021,19,weekly,52.7
Belgium,2021,20,weekly,52.7
Belgium,2021,21,weekly,31.7
Belgium,2021,22,weekly,67.5
Belgium,2021,23,weekly,6.9
Belgium,2021,24,weekly,110.3
Belgium,2021,25,weekly,-135.7
Belgium,2021,26,weekly,37.9
Belgium,2021,27,weekly,-187.3
Belgium,2021,28,weekly,51.1
Belgium,2021,29,weekly,101.1
Belgium,2021,30,weekly,-98.9
Belgium,2021,31,weekly,-1.5
Belgium,2021,32,weekly,21.5
Belgium,2021,33,weekly,-8.3
Belgium,2021,34,weekly,-33.9
Belgium,2021,35,weekly,52.9
Belgium,2021,36,weekly,170.9
Belgium,2021,37,weekly,37.5
Belgium,2021,38,weekly,9.1
Belgium,2021,39,weekly,38.3
Belgium,2021,40,weekly,91.9
Belgium,2021,41,weekly,207.9
Belgium,2021,42,weekly,336.9
Belgium,2021,43,weekly,342.1
Belgium,2021,44,weekly,299.5
Belgium,2021,45,weekly,382.3
Belgium,2021,46,weekly,359.9
Belgium,2021,47,weekly,387.1
Belgium,2021,48,weekly,630.7
Belgium,2021,49,weekly,446.3
Belgium,2021,50,weekly,319.9
Belgium,2021,51,weekly,182.3
Belgium,2021,52,weekly,214.5
Belgium,2022,1,weekly,-25.8
Belgium,2022,2,weekly,-203.0
Belgium,2022,3,weekly,-46.2
Belgium,2022,4,weekly,113.2
Belgium,2022,5,weekly,131.6
Belgium,2022,6,weekly,72.2
Belgium,2022,7,weekly,-67.0
Belgium,2022,8,weekly,-181.2
Belgium,2022,9,weekly,-371.2
Belgium,2022,10,weekly,-25.2
Belgium,2022,11,weekly,54.0
Belgium,2022,12,weekly,83.4
Belgium,2022,13,weekly,286.8
Belgium,2022,14,weekly,431.0
Belgium,2022,15,weekly,349.4
Belgium,2022,16,weekly,290.2
Belgium,2022,17,weekly,180.4
Belgium,2022,18,weekly,242.4
Belgium,2022,19,weekly,32.4
Belgium,2022,20,weekly,121.4
Belgium,2022,21,weekly,-51.6
Belgium,2022,22,weekly,121.2
Belgium,2022,23,weekly,61.6
Belgium,2022,24,weekly,257.0
Belgium,2022,25,weekly,105.0
Belgium,2022,26,weekly,64.6
Belgium,2022,27,weekly,12.4
Belgium,2022,28,weekly,195.8
Belgium,2022,29,weekly,244.8
Belgium,2022,30,weekly,23.8
Belgium,2022,31,weekly,168.2
Belgium,2022,32,weekly,274.2
Belgium,2022,33,weekly,250.4
Belgium,2022,34,weekly,173.8
Belgium,2022,35,weekly,79.6
Belgium,2022,36,weekly,152.6
Belgium,2022,37,weekly,38.2
Belgium,2022,38,weekly,155.8
Belgium,2022,39,weekly,164.0
Belgium,2022,40,weekly,239.6
Belgium,2022,41,weekly,154.6
Belize,2020,1,monthly,1.2
Belize,2020,2,monthly,4.6
Belize,2020,3,monthly,-19.2
Belize,2020,4,monthly,-24.8
Belize,2020,5,monthly,-8.4
Belize,2020,6,monthly,5.4
Belize,2020,7,monthly,-6.4
Belize,2020,8,monthly,-6.4
Belize,2020,9,monthly,-17.8
Belize,2020,10,monthly,21.2
Belize,2020,11,monthly,85.2
Belize,2020,12,monthly,93.0
Belize,2021,1,monthly,17.4
Belize,2021,2,monthly,18.8
Belize,2021,3,monthly,-18.0
Belize,2021,4,monthly,-30.6
Belize,2021,5,monthly,0.8
Belize,2021,6,monthly,11.6
Belize,2021,7,monthly,-1.2
Belize,2021,8,monthly,75.8
Belize,2021,9,monthly,84.4
Belize,2021,10,monthly,115.4
Belize,2021,11,monthly,142.4
Belize,2021,12,monthly,-3.8
Bermuda,2020,1,monthly,-14.9
Bermuda,2020,2,monthly,3.5
Bermuda,2020,3,monthly,10.7
Bermuda,2020,4,monthly,18.9
Bermuda,2020,5,monthly,2.1
Bermuda,2020,6,monthly,-9.5
Bermuda,2020,7,monthly,-5.3
Bermuda,2020,8,monthly,-2.9
Bermuda,2020,9,monthly,22.9
Bermuda,2020,10,monthly,-11.7
Bermuda,2020,11,monthly,2.1
Bermuda,2020,12,monthly,-0.5
Bermuda,2021,1,monthly,11.8
Bermuda,2021,2,monthly,4.2
Bermuda,2021,3,monthly,17.4
Bermuda,2021,4,monthly,15.6
Bermuda,2021,5,monthly,7.8
Bermuda,2021,6,monthly,-5.8
Bermuda,2021,7,monthly,-1.6
Bermuda,2021,8,monthly,3.8
Bermuda,2021,9,monthly,56.6
Bermuda,2021,10,monthly,31.0
Bermuda,2021,11,monthly,12.8
Bermuda,2021,12,monthly,7.2
Bolivia,2020,1,monthly,235.0
Bolivia,2020,2,monthly,300.2
Bolivia,2020,3,monthly,314.6
Bolivia,2020,4,monthly,-819.0
Bolivia,2020,5,monthly,278.4
Bolivia,2020,6,monthly,4354.2
Bolivia,2020,7,monthly,11362.6
Bolivia,2020,8,monthly,3783.4
Bolivia,2020,9,monthly,955.0
Bolivia,2020,10,monthly,598.6
Bolivia,2020,11,monthly,456.0
Bolivia,2020,12,monthly,352.8
Bolivia,2021,1,monthly,5437.2
Bolivia,2021,2,monthly,3260.4
Bolivia,2021,3,monthly,1567.8
Bolivia,2021,4,monthly,1396.2
Bolivia,2021,5,monthly,4512.6
Bolivia,2021,6,monthly,5935.4
Bolivia,2021,7,monthly,2943.8
Bolivia,2021,8,monthly,1529.6
Bolivia,2021,9,monthly,724.2
Bolivia,2021,10,monthly,613.8
Bolivia,2021,11,monthly,958.2
Bolivia,2021,12,monthly,2037.0
Bolivia,2022,1,monthly,5181.5
